STUDY_ID,First_Author,Data_file_name,G_match_E,natural_env_type,GxE_sig,phylum_division,genus,species,gen_number,gen_number_knownenvs,phenotype,phenotype_unit,life_stage,exp_env_type,experimental_comparison,Experimental_environment,experimental_env_unit,natural_env,natural_env_unit,Study_ID_phenotype,Raw_data_available,Proportion,Mention CGV,Data_source,figure_Number,table_Number,Comments,Checked?
2745,Dorman,2745_Dorman_leaf_length,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Iris,sp,4,4,leaf_length,cm,ADULT,categorical,soil type and watering level,soil type and watering level,mm for watering level,soil type and annual precipitation,mm for precipitation,2745_leaf_length,raw data,no,no,Table,,studyID_2745_adaptation2009data2 (excel file),,
2745,Dorman,2745_Dorman_leaf_curvature,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Iris,sp,4,4,leaf_curvature,unitless,ADULT,categorical,soil type and watering level,soil type and watering level,mm for watering level,soil type and annual precipitation,mm for precipitation,2745_leaf_curvature,raw data,no,no,Table,,studyID_2745_adaptation2009data2 (excel file),,
2789,Vesakoski,2789_Vesakoski_brood_mass,G_match_E_DataShown,categorical,TRUE,Arthropoda,Idotea,balthica,2,2,brood_mass,mg,ADULT,categorical,brown alga Fucus vs seagrass Zostera,host plant assemblages,NA,host plant assemblages,NA,2789_brood_mass,mean_SE,no,no,Figure,Fig 2a extracted with graphgrabber into studyID_Fig graphgrabber (excel file),,"2789_gen_number column - 6 populations from 2 assemblage types were sampled. For number of eggs, data were presented by  population (thus, ""6 genotypes""); for brood mass and body_size, data were presented by assemblage type (thus, ""2 genotypes).",
2789,Vesakoski,2789_Vesakoski_eggs,G_match_E_DataShown,categorical,FALSE,Arthropoda,Idotea,balthica,6,6,eggs,count,ADULT,categorical,brown alga Fucus vs seagrass Zostera,host plant assemblages,NA,host plant assemblages,NA,2789_eggs,mean_SE,no,no,Figure,Fig 2b extracted with graphgrabber into studyID_Fig graphgrabber (excel file),,,
2789,Vesakoski,2789_Vesakoski_offspring_growth_weigth,G_match_E_DataShown,categorical,TRUE,Arthropoda,Idotea,balthica,2,2,offspring_growth_weigth,mg,JUVENILE,categorical,brown alga Fucus vs seagrass Zostera,host plant assemblages,NA,host plant assemblages,NA,2789_offspring_growth_weigth,mean_SE,no,no,Figure,Fig 5a extracted with graphgrabber into studyID_Fig graphgrabber (excel file),,"3095_Figures are a combination of a chart and the corresponding data in a table, data taken from these tables",
3095,Smith,3095_Smith_mass_increase,G_match_E_DataShown,categorical,FALSE,Cnidaria,Porites ,lobata,2,2,mass_increase,percentage,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_mass_increase,mean_SE,no,no,Figure,Fig 3 and coresponding table in main text,,,
3095,Smith,3095_Smith_upward_extension,G_match_E_DataShown,categorical,TRUE,Cnidaria,Porites ,lobata,2,2,upward_extension,mm,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_upward_extension,mean_SE,no,no,Figure,Fig 3 and coresponding table in main text,,,
3095,Smith,3095_Smith_lateral_extension,G_match_E_DataShown,categorical,FALSE,Cnidaria,Porites ,lobata,2,2,lateral_extension,mm,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_lateral_extension,mean_SE,no,no,Figure,Fig 3 and coresponding table in main text,,,
3095,Smith,3095_Smith_bulk_density,G_match_E_DataShown,categorical,FALSE,Cnidaria,Porites ,lobata,2,2,bulk_density,g cubic cm,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_bulk_density,mean_SE,no,no,Figure,Fig 4 and coresponding table in main text,,,
3095,Smith,3095_Smith_upward_calcification ,G_match_E_DataShown,categorical,FALSE,Cnidaria,Porites ,lobata,2,2,upward_calcification ,g per sq cm per yr,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_upward_calcification ,mean_SE,no,no,Figure,Fig 4 and coresponding table in main text,,,
3095,Smith,3095_Smith_lateral_calcification,G_match_E_DataShown,categorical,FALSE,Cnidaria,Porites ,lobata,2,2,lateral_calcification,g per sq cm per yr,ADULT,categorical,unstable back reef vs stable frontreef,water motion temperature light variability,NA,water motion temperature light variability,NA,3095_lateral_calcification,mean_SE,no,no,Figure,Fig 4 and coresponding table in main text,,,
3734,Bender,3734_Bender_maturity_age_1986,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Polymnia ,canadensis,6,6,maturity_age_1986,yr,JUVENILE,categorical,dry vs mesic,degree of moisture,NA,degree of moisture,NA,3734_maturity_age,mean_SE,no,no,Figure,Fig 13 extracted with graphgrabber into studyID_3734 Fig 13 graphgrabber (excel file) - years combined,,,
45,Verheyen,45_Verheyen_growth_rate,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,growth_rate,d,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_growth_rate,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),"45_this is actually a mixture of categorical (genotypes from low and high latitudes) and continuous (experimental temperatures are given - 20 and 24oC but it stated that they represent summer temp in the low and high lat locations) data. Besides temperature, they also tested daily temp fluctuation. For this study to qualify, I ignored DTF-specific results (all included) so to have 2 native and 2 experimental environments.",
45,Verheyen,45_Verheyen_fat_content,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,fat_content,microg per mg,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_fat_content,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
45,Verheyen,45_Verheyen_PO_activity,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,PO_activity,units,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_PO_activity,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
45,Verheyen,45_Verheyen_CAT_activity,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,CAT_activity,log units,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_CAT_activity,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
45,Verheyen,45_Verheyen_SOD_activity,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,SOD_activity,units per mg,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_SOD_activity,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
45,Verheyen,45_Verheyen_MDA_levels,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,MDA_levels,log microM per microg,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_MDA_levels,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
45,Verheyen,45_Verheyen_ETS_activity,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,ETS_activity,nmol O2 per min per mg,LARVAL,continuous,high vs low latitude,temperature and daily temp fluctuation,oC,latitude,NA,45_ETS_activity,raw data,no,no,Table,,studyID_45_Dataset_MS_TempDTF_JOAE (excel file),,
126,Debecker,126_Debecker_growth_rate_6d ,G_match_E_DataShown,categorical,NA,Arthropoda,Ischnura ,elegans,6,6,growth_rate_6d ,d,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_growth_rate_6d,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),"126_this is actually a mixture of categorical (genotypes from low and high latitudes) and continuous (experimental temperatures are given - 20 and 24oC but it stated that they represent summer temp in the low and high lat locations) data. Besides temperature, they also tested 2 zinc concentrations. For this study to qualify, I ignored zinc-concentration-specific results (all included) so to have 2 native and 2 experimental environments.",
126,Debecker,126_Debecker_growth_rate_10d ,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,growth_rate_10d ,d,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_growth_rate_10d,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_growth_rate_6to10d ,G_match_E_DataShown,categorical,NA,Arthropoda,Ischnura ,elegans,6,6,growth_rate_6to10d ,d,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_growth_rate_6to10d ,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_exploration_distance ,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,exploration_distance ,cm,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_exploration_distance,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_activity_distance ,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,activity_distance ,cm,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_activity_distance,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_boldness_distance ,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,boldness_distance ,cm,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_boldness_distance,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_latency_time ,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,latency_time ,min,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_latency_time,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_freeze_time ,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,freeze_time ,min,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_freeze_time,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_food_intake ,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,food_intake ,prey per ind,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_food_intake,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_RMR,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,RMR,O2 per d per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_RMR,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_MDA_content,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,MDA_content,nmol per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_MDA_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_Carbonyl_content,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,Carbonyl_content,per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_Carbonyl_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_SOD_content ,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,SOD_content ,per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_SOD_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_CAT_content,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,CAT_content,per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_CAT_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_GST_content,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,GST_content,per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_GST_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_fat_content,G_match_E_DataShown,categorical,FALSE,Arthropoda,Ischnura ,elegans,6,6,fat_content,microg per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_fat_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_PO_content,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,PO_content,per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_PO_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
126,Debecker,126_Debecker_melanin_content,G_match_E_DataShown,categorical,TRUE,Arthropoda,Ischnura ,elegans,6,6,melanin_content,microg per mg,LARVAL,continuous,high vs low latitude,temperature and zinc availability,oC,latitude,NA,126_melanin_content,raw data,no,no,Table,,studyID_126_Debecker&Stoks_POLSdata_EcologicalMonographs (excel file),,
199,Velotta,199_Velotta_body_mass,G_match_E_DataShown,categorical,NA,Chordata,Peromyscus ,sp (2 species),2,2,body_mass,g,ADULT,categorical,normoxia vs hypoxia,oxygen concentration,NA,altitude,m,199_body_mass,raw data,no,no,Table,,studyID_199_Dryad_supp_heartdata (excel file),"199_Even though the study was classified as categorical here, there is some info available on altitude from which the populations originate as well as barometric pressure from both native and environmental sites. No info on actual O2 concentration provided.",
199,Velotta,199_Velotta_whole_heart_mass,G_match_E_DataShown,categorical,FALSE,Chordata,Peromyscus ,sp (2 species),2,2,whole_heart_mass,g,ADULT,categorical,normoxia vs hypoxia,oxygen concentration,NA,altitude,m,199_whole_heart_mass,raw data,no,no,Table,,studyID_199_Dryad_supp_heartdata (excel file),"199_the two genotypes studies belong to two separate species, P.leucopus and P.maniculatus",
199,Velotta,199_Velotta_right_ventricle_mass,G_match_E_DataShown,categorical,TRUE,Chordata,Peromyscus ,sp (2 species),2,2,right_ventricle_mass,g,ADULT,categorical,normoxia vs hypoxia,oxygen concentration,NA,altitude,m,199_right_ventricle_mass,raw data,no,no,Table,,studyID_199_Dryad_supp_heartdata (excel file),,
199,Velotta,199_Velotta_left_ventrile_mass,G_match_E_DataShown,categorical,FALSE,Chordata,Peromyscus ,sp (2 species),2,2,left_ventrile_mass,g,ADULT,categorical,normoxia vs hypoxia,oxygen concentration,NA,altitude,m,199_left_ventrile_mass,raw data,no,no,Table,,studyID_199_Dryad_supp_heartdata (excel file),,
365,Ferris,365_Ferris_survival_to_flower,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Mimulus ,sp (2 species),4,2,survival_to_flower,binary,SEEDorEGG,categorical,high vs low moisture,soil moisture,percentage,soil moisture,percentage,365_survival_to_flower,raw data,no,no,Table,,studyID_365_all_pop_parents_R4 (excel file),"365_this study had a 3rd genotype, a hybrid between the two species generated in the lab, that has been excluded from this extractions",
365,Ferris,365_Ferris_flowers,G_match_E_DataShown,categorical,NA,Tracheophyta,Mimulus ,sp (2 species),4,2,flowers,count,ADULT,categorical,high vs low moisture,soil moisture,percentage,soil moisture,percentage,365_flowers,raw data,no,no,Table,,studyID_365_all_pop_parents_R4 (excel file),,
365,Ferris,365_Ferris_fruits,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Mimulus ,sp (2 species),4,2,fruits,count,ADULT,categorical,high vs low moisture,soil moisture,percentage,soil moisture,percentage,365_fruits,raw data,no,no,Table,,studyID_365_all_pop_parents_R4 (excel file),,
422,Ruesink,422_Ruesink_genets,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Zostera,marina,4,4,genets,per d,ADULT,categorical,estuarine gradient multiple,temperature salinity organic content of sediment,NA,temperature salinity organic content of sediment,NA,422_genets,raw data,no,no,Table,,studyID_422_ArchiveTransplant (excel file),"422_for some of the phenotypes measured, you might have to exclude the ""Annual"" site, as a lot of data are missing. Sites ""annual"" and ""ocean"" are very similar, so the study should still be useful.",
422,Ruesink,422_Ruesink_rhizome_nodes,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Zostera,marina,4,4,rhizome_nodes,per d,ADULT,categorical,estuarine gradient multiple,temperature salinity organic content of sediment,NA,temperature salinity organic content of sediment,NA,422_rhizome_nodes,raw data,no,no,Table,,studyID_422_ArchiveTransplant (excel file),,
422,Ruesink,422_Ruesink_rhizome_size,G_match_E_DataShown,categorical,NA,Tracheophyta,Zostera,marina,4,4,rhizome_size,cm per d,ADULT,categorical,estuarine gradient multiple,temperature salinity organic content of sediment,NA,temperature salinity organic content of sediment,NA,422_rhizome_size,raw data,no,no,Table,,studyID_422_ArchiveTransplant (excel file),,
422,Ruesink,422_Ruesink_leaf1_size,G_match_E_DataShown,categorical,NA,Tracheophyta,Zostera,marina,4,4,leaf1_size,cm per d,ADULT,categorical,estuarine gradient multiple,temperature salinity organic content of sediment,NA,temperature salinity organic content of sediment,NA,422_leaf1_size,raw data,no,no,Table,,studyID_422_ArchiveTransplant (excel file),,
936,Hamann,936_Hamann_height_tallest_inflorescence,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Poa,alpina,6,3,height_tallest_inflorescence,cm,ADULT,categorical,slope facing direction,slope facing direction,NA,slope facing direction,NA,936_height_tallest_inflorescence,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),"963_I included this study but know that the transplant experiment was not full-factorial AND data for one of the locations was removed from the raw dataset. Originally there were 2 regions and three collection sites in each reagion. Given the constrains, I ended up data from 1 region = 3 native and 3 experimental environments that were paired (not full-factorial). Might be easier to explain in person, let me know if it doesn't make sense (see Table 1 in the paper).",
936,Hamann,936_Hamann_new_tillers,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Poa,alpina,6,3,new_tillers,count,ADULT,categorical,SW SE NW,slope facing direction,NA,slope facing direction,NA,936_new_tillers,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),"963_reproduction and survival are listed as proportion; it was a binary (1 for yes, 0 for no) type of dataset ",
936,Hamann,936_Hamann_inflorescence,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Poa,alpina,6,3,inflorescence,count,ADULT,categorical,SW SE NW,slope facing direction,NA,slope facing direction,NA,936_inflorescence,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),"963_native and exp env descriptions here reflect the above not, i.e., are for within-region ",
936,Hamann,936_Hamann_reproduction,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,alpina,6,3,reproduction,binary yes 1 or no 0,ADULT,categorical,SW SE NW facing,slope facing direction,NA,slope facing direction,NA,936_reproduction,raw data,yes,no,Table,,studyID_963_poa_alpina_data (excel file),,
936,Hamann,936_Hamann_vegetative_biomass,G_match_E_DataShown,categorical,FALSE,Tracheophyta,Poa,alpina,6,3,vegetative_biomass,g,ADULT,categorical,SW SE NW facing,slope facing direction,NA,slope facing direction,NA,936_vegetative_biomass,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),,
936,Hamann,936_Hamann_survival,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,alpina,6,3,survival,binary yes 1 or no 0,ADULT,categorical,SW SE NW facing,slope facing direction,NA,slope facing direction,NA,936_survival,raw data,yes,no,Table,,studyID_963_poa_alpina_data (excel file),,
936,Hamann,936_Hamann_reproductive_biomass,G_match_E_DataShown,categorical,TRUE,Tracheophyta,Poa,alpina,6,3,reproductive_biomass,g,ADULT,categorical,SW SE NW facing,slope facing direction,NA,slope facing direction,NA,936_reproductive_biomass,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),,
936,Hamann,936_Hamann_specific_leaf_area,G_match_E_DataShown,categorical,NA,Tracheophyta,Poa,alpina,6,3,specific_leaf_area,sq mm per mg,ADULT,categorical,SW SE NW facing,slope facing direction,NA,slope facing direction,NA,936_specific_leaf_area,raw data,no,no,Table,,studyID_963_poa_alpina_data (excel file),,
1129,Cattano,1129_Cattano_oxygen_consumption_rate,G_match_E_DataShown,categorical,NA,Chordata,Symphodus ,ocellatus,2,2,oxygen_consumption_rate,micromol O2 per h per sq mm,SEEDorEGG,categorical,ambient vs high,CO2 concentrations,NA,CO2 concentrations,NA,1129_oxygen_consumption_rate,mean_SE,no,no,Figure,Fig 2 extracted with graphgrabber into studyID_1129_Fig graphgrabber (excel file),,,
1129,Cattano,1129_Cattano_length_hatchiling,G_match_E_DataShown,categorical,NA,Chordata,Symphodus ,ocellatus,2,2,length_hatchiling,mm,SEEDorEGG,categorical,ambient vs high,CO2 concentrations,NA,CO2 concentrations,NA,1129_length_hatchiling,mean_SE,no,no,Figure,Fig 3 extracted with graphgrabber into studyID_1129_Fig graphgrabber (excel file),,,
1129,Cattano,1129_Cattano_yolk_area,G_match_E_DataShown,categorical,NA,Chordata,Symphodus ,ocellatus,2,2,yolk_area,sq mm,SEEDorEGG,categorical,ambient vs high,CO2 concentrations,NA,CO2 concentrations,NA,1129_yolk_area,mean_SE,no,no,Figure,Fig S4 extracted with graphgrabber into studyID_1129_Fig graphgrabber (excel file),,,
1767,DeFaveri,1767_DeFaveri_body_size_56d,G_match_E_DataShown,categorical,TRUE,Chordata,Gasterosteus ,aculeatus,6,6,body_size_56d,cm,ADULT,categorical,salinity range,salinity,per mil,salinity,per mil,1767_body_size_56d,raw data,no,yes,Table,,studyID_1767_size_dryad (excel file),1767_this study is categorical (RTE) and continuous because they provide salinity measurements,
1767,DeFaveri,1767_DeFaveri_body_size_120d,G_match_E_DataShown,categorical,TRUE,Chordata,Gasterosteus ,aculeatus,6,6,body_size_120d,cm,ADULT,categorical,salinity range,salinity,per mil,salinity,per mil,1767_body_size_120d,raw data,no,yes,Table,,studyID_1767_size_dryad (excel file),,
1767,DeFaveri,1767_DeFaveri_body_size_180d,G_match_E_DataShown,categorical,TRUE,Chordata,Gasterosteus ,aculeatus,6,6,body_size_180d,cm,ADULT,categorical,salinity range,salinity,per mil,salinity,per mil,1767_body_size_180d,raw data,no,yes,Table,,studyID_1767_size_dryad (excel file),,
1767,DeFaveri,1767_DeFaveri_body_size_240d,G_match_E_DataShown,categorical,TRUE,Chordata,Gasterosteus ,aculeatus,6,6,body_size_240d,cm,ADULT,categorical,salinity range,salinity,per mil,salinity,per mil,1767_body_size_240d,raw data,no,yes,Table,,studyID_1767_size_dryad (excel file),,
1904,Firman,1904_Firman_body_weight,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,body_weight,g,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_body_weight,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),1904_N was given for one of the measurements (sperm number) and I'm assuming is the same for the other measurements. Emailed author to ask.,
1904,Firman,1904_Firman_testes_weight,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,testes_weight,mg,ADULT,categorical,presence vs absence competition,competition,NA,competition,NA,1904_testes_weight,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_sperm_number,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,sperm_number,millions,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_sperm_number,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_motile_sperm,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,motile_sperm,proportion,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_motile_sperm,raw data,yes,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_rapid_sperm,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,rapid_sperm,proportion,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_rapid_sperm,raw data,yes,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_progressive_sperm,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,progressive_sperm,proportion,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_progressive_sperm,raw data,yes,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_average_path_velocity,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,average_path_velocity,microm per s,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_average_path_velocity,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_straight_line_velocity,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,straight_line_velocity,microm per s,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_straight_line_velocity,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
1904,Firman,1904_Firman_curvilinear_velocity,G_match_E_DataShown,categorical,NA,Chordata,Mus ,musculus,2,2,curvilinear_velocity,microm per s,HAPLOID,categorical,presence vs absence competition,competition,NA,competition,NA,1904_curvilinear_velocity,raw data,no,no,Table,,studyID_1904_Island risk experiment (excel file),,
2087,Mayfield,2087_Mayfield_growth_rate,G_match_E_DataShown,categorical,TRUE,Dinoflagellata,Symbiodinium,hystrix,2,2,growth_rate,mg per sq cm per d,DIPLOID,categorical,variable vs stable temperature,temperature variation,NA,temperature variation,NA,2087_growth_rate,mean_SE,no,no,Figure,Fig 2a extracted with graphgrabber into studyID_2087 Fig2 graphgrabber (excel file),,,
2087,Mayfield,2087_Mayfield_cell_density,G_match_E_DataShown,categorical,FALSE,Dinoflagellata,Symbiodinium,hystrix,2,2,cell_density,million cells per sq cm,DIPLOID,categorical,variable vs stable temperature,temperature variation,NA,temperature variation,NA,2087_cell_density,mean_SE,no,no,Figure,Fig 2b extracted with graphgrabber into studyID_2087 Fig2 graphgrabber (excel file),,,
2087,Mayfield,2087_Mayfield_chlorophyll_a,G_match_E_DataShown,categorical,TRUE,Dinoflagellata,Symbiodinium,hystrix,2,2,chlorophyll_a,microg per sq cm ,DIPLOID,categorical,variable vs stable temperature,temperature variation,NA,temperature variation,NA,2087_chlorophyll_a,mean_SE,no,no,Figure,Fig 2c extracted with graphgrabber into studyID_2087 Fig2 graphgrabber (excel file),,,
2087,Mayfield,2087_Mayfield_max_quantum_yield,G_match_E_DataShown,categorical,FALSE,Dinoflagellata,Symbiodinium,hystrix,2,2,max_quantum_yield,Fv by Fm,DIPLOID,categorical,variable vs stable temperature,temperature variation,NA,temperature variation,NA,2087_max_quantum_yield,mean_SE,no,no,Figure,Fig 2d extracted with graphgrabber into studyID_2087 Fig2 graphgrabber (excel file),,,
2224,Wetson,2224_Wetson_loss_after_transplant_2mo_Adur,G_match_E_DataShown,categorical,NA,Tracheophyta,Suaeda ,maritima,2,2,loss_after_transplant_2mo_Adur,proportion,ADULT,categorical,high vs low marsh tide,tide,NA,tide,NA,2224_loss_after_transplant_2mo_Adur,mean_SE,yes,no,Figure,Fig 1b extracted with graphgrabber into studyID_2224_Fig_graphgrabber (excel file),,,
